odoo_id;sku;nombre;odoo_list_price;wc_regular_price;neto_esperado;status;delta_actual_vs_esperado;wc_id
614;P-50112;FISPOLY40, P-50112;4.5;5.45;4.5;OK_NETO;0.0;1191763
850;P-50100;FISPOLY40, P-50100;4.5;5.45;4.5;OK_NETO;0.0;1191762
954;P-40101;FISPOLY40, P-40101;4.5;5.45;4.5;OK_NETO;0.0;1191923
698;P-40108;FISPOLY40, P-40108;4.5;5.45;4.5;OK_NETO;0.0;1191922
849;P-5608;FISPOLY40, P-5608;4.5;5.45;4.5;OK_NETO;0.0;1191761
953;P-46889;FISPOLY40, P-46889;4.5;5.45;4.5;OK_NETO;0.0;1191921
612;P-50102;FISPOLY40, P-50102;4.5;5.45;4.5;OK_NETO;0.0;1191760
848;P-56044;FISPOLY40, P-56044;4.5;5.45;4.5;OK_NETO;0.0;1191759
695;P-46868;FISPOLY40, P-46868;4.5;5.45;4.5;OK_NETO;0.0;1191920
847;P-56062;FISPOLY40, P-56062;4.5;5.45;4.5;OK_NETO;0.0;1191758
952;P-60102;FISPOLY40, P-60102;4.5;5.45;4.5;OK_NETO;0.0;1191919
693;P-70119;FISPOLY40, P-70119;4.5;5.45;4.5;OK_NETO;0.0;1191918
610;P-10138;FISPOLY40, P-10138;4.5;5.45;4.5;OK_NETO;0.0;1191757
609;P-50101;FISPOLY40, P-50101;4.5;5.45;4.5;OK_NETO;0.0;1191756
951;P-80142;FISPOLY40, P-80142;4.5;5.45;4.5;OK_NETO;0.0;1191917
950;P-80104;FISPOLY40, P-80104;4.5;5.45;4.5;OK_NETO;0.0;1191916
949;P-80102;FISPOLY40, P-80102;4.5;5.45;4.5;OK_NETO;0.0;1191915
948;P-46893;FISPOLY40, P-46893;4.5;5.45;4.5;OK_NETO;0.0;1191914
690;P-80144;FISPOLY40, P-80144;4.5;5.45;4.5;OK_NETO;0.0;1191913
947;P-70112;FISPOLY40, P-70112;4.5;5.45;4.5;OK_NETO;0.0;1191912
946;P-46881;FISPOLY40, P-46881;4.5;5.45;4.5;OK_NETO;0.0;1191911
945;P-46892;FISPOLY40, P-46892;4.5;5.45;4.5;OK_NETO;0.0;1191910
944;P-46862;FISPOLY40, P-46862;4.5;5.45;4.5;OK_NETO;0.0;1191909
943;P-80122;FISPOLY40, P-80122;4.5;5.45;4.5;OK_NETO;0.0;1191908
942;P-70141;FISPOLY40, P-70141;4.5;5.45;4.5;OK_NETO;0.0;1191907
941;P-80110;FISPOLY40, P-80110;4.5;5.45;4.5;OK_NETO;0.0;1191906
3517;LTB-1631;COLOR 1631;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192158
3518;LTB-1619;COLOR 1619;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192157
3519;LTB-1616;COLOR 1616;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192156
3520;LTB-1615;COLOR 1615;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192155
3521;LTB-1614;COLOR 1614;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192154
3522;LTB-1611;COLOR 1611;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192153
3523;LTB-1538;COLOR 1538;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192152
3524;LTB-1528;COLOR 1528;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192148
3275;H-30 UV+WHITE;FLEXO LED FLEXIBLE ULTRAVIOLETA DERMAY;14.21;17.194;14.21;OK_NETO;0.0;1192137
3274;AOM-30;FLEXO LED FLEXIBLE DERMAY;10.2;12.34;10.2;OK_NETO;0.0;1192134
3273;LED 98 TSD;FLEXO LED ARTICULADO FLEXIBLE DERMAY;36.0;43.56;36.0;OK_NETO;0.0;1192132
3272;LED 98TD;FLEXO LED ARTICULADO DERMAY;36.0;43.56;36.0;OK_NETO;0.0;1192129
3138;ENTADHESIVA50;ENTRETELA ADHESIVA LTB;0.0;0.0;;WC_PRECIO_CERO;;1192058
3525;;DESCARGAS;0.0;;;SIN_SKU;;
716;P-20147;FISPOLY40, P-20147;4.5;5.45;4.5;OK_NETO;0.0;1191947
714;P-20149;FISPOLY40, P-20149;4.5;5.45;4.5;OK_NETO;0.0;1191946
711;P-10250;FISPOLY40, P-10250;4.5;5.45;4.5;OK_NETO;0.0;1191945
967;P-90105;FISPOLY40, P-90105;4.5;5.45;4.5;OK_NETO;0.0;1191944
710;P-60135;FISPOLY40, P-60135;4.5;5.45;4.5;OK_NETO;0.0;1191943
966;P-80131;FISPOLY40, P-80131;4.5;5.45;4.5;OK_NETO;0.0;1191942
709;P-60127;FISPOLY40, P-60127;4.5;5.45;4.5;OK_NETO;0.0;1191941
965;P-60139;FISPOLY40, P-60139;4.5;5.45;4.5;OK_NETO;0.0;1191940
964;P-80130;FISPOLY40, P-80130;4.5;5.45;4.5;OK_NETO;0.0;1191939
707;P-40132;FISPOLY40, P-40132;4.5;5.45;4.5;OK_NETO;0.0;1191938
706;P-90100;FISPOLY40, P-90100;4.5;5.45;4.5;OK_NETO;0.0;1191937
963;P-60112;FISPOLY40, P-60112;4.5;5.45;4.5;OK_NETO;0.0;1191936
3527;LTB-1841;COLOR 1841;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192188
3526;LTB-1828;COLOR 1828;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192187
3529;LTB-1816;COLOR 1816;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192186
3528;LTB-1811;COLOR 1811;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192185
3531;LTB-1799;COLOR 1799;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192184
3530;LTB-1797;COLOR 1797;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192183
3532;LTB-1790;COLOR 1790;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192182
3533;LTB-1784;COLOR 1784;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192181
3534;LTB-1778;COLOR 1778;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192180
3535;LTB-1776;COLOR 1776;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192179
3536;LTB-1775;COLOR 1775;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192178
3537;LTB-1771;COLOR 1771;3.75;4.54;3.75;OK_NETO;0.0;1192177
3538;LTB-1769;COLOR 1769;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192176
3539;LTB-1763;COLOR 1763;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192175
3540;LTB-1760;COLOR 1760;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192174
3541;LTB-1753;COLOR 1753;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192173
3543;LTB-1751;COLOR 1751;3.75;4.54;3.75;OK_NETO;0.0;1192172
3542;LTB-1729;COLOR 1729;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192171
3545;LTB-1726;COLOR 1726;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192170
3544;LTB-1725;COLOR 1725;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192169
3546;LTB-1709;COLOR 1709;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192168
3547;LTB-1706;COLOR 1706;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192167
3548;LTB-1704;COLOR 1704;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192166
3549;LTB-1703;COLOR 1703;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192165
3550;LTB-1678;COLOR 1678;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192164
3551;LTB-1670;COLOR 1670;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192163
3552;LTB-1659;COLOR 1659;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192162
3553;LTB-1657;COLOR 1657;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192161
3555;LTB-1645;COLOR 1645;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192160
3554;LTB-1637;COLOR 1637;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192159
3556;;ENTRETELA BASE 70 NEGRA 50CM;77.48;;;SIN_SKU;;
3557;LTB-1988;COLOR 1988;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192215
3558;LTB-1984;COLOR 1984;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192214
3559;LTB-1982;COLOR 1982;3.75;4.54;3.75;OK_NETO;0.0;1192213
3561;LTB-1977;COLOR 1977;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192212
3560;LTB-1974;COLOR 1974;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192211
3563;LTB-1973;COLOR 1973;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192210
3562;LTB-1967;COLOR 1967;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192209
3564;LTB-1951;CONO HILO LTB, GROSOR 40, 5000 mts, COLOR 1951;3.75;4.54;3.75;OK_NETO;0.0;1192208
3565;LTB-1950;COLOR 1950;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192207
3566;LTB-1944;COLOR 1944;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192206
3567;LTB-1940;COLOR 1940;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192205
3568;LTB-1938;COLOR 1938;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192204
3569;LTB-1924;COLOR 1924;3.75;4.54;3.75;OK_NETO;0.0;1192203
3570;LTB-1922;COLOR 1922;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192202
3571;LTB-1918;COLOR 1918;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192201
3572;LTB-1895;COLOR 1895;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192200
3573;LTB-1893;COLOR 1893;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192199
3574;LTB-1890;COLOR 1890;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192198
3575;LTB-1880;COLOR 1880;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192197
3576;LTB-1878;COLOR 1878;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192196
3577;LTB-1874;COLOR 1874;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192195
3578;LTB-1866;COLOR 1866;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192194
3579;LTB-1855;COLOR 1855;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192193
3580;LTB-1851;COLOR 1851;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192192
3581;LTB-1848;COLOR 1848;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192191
3582;LTB-1843;COLOR 1843;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192190
3583;LTB-1842;COLOR 1842;4.54;4.54;3.75;MAL_COPIADO_BRUTO;0.79;1192189
