Categoria;Accion recomendada;Prioridad;ID Odoo;ID WooCommerce;Referencia interna;SKU WC;Nombre;Enlazado WC;Origen;Stock;Pedidos;Variantes;Tipo producto Odoo;Producto relacionado ID;Producto relacionado nombre;Causa / motivo;Notas
IMPORT SIN WC;REVISAR;MEDIA;3465;;;;PLANTILLAS ROSCADAS AJUSTADOR BOQUILLA Y CUCHILLA SAGITTA;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3466;;;;AFILAR CUCHILLA SAGITTA;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3467;;;;PUENTE RECTIFICADOR VIA VOLONTE;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3468;;;;RIBETEADOR DE 19X5,5 VIVO ITALIANO PLANTA;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3469;;;;AJUSTADOR PALANCA RODILLERA;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3470;;;;TRABAJOS EN CAMBIO DE BIELA Y AJUSTE MAQUINA PF 491;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3471;;LASER KX1390-F;;LASER KASU CON RECONOCIMIENTO POR CÁMARA;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3472;;LTB1851;;COLOR 1851;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3473;;;;DESCUENTO PEDIDDO #192266;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3474;;115.00.310;;CAJA BOBINA BROTHER/PLK CANILLA PEQUEÑA;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3475;;115.00.304;;CAJA BOBINA JUKI LK-1900 CANILLA PEQUEÑA;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3476;;HILREFRECTANTE;;HILO REFLECTANTE 500M;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3477;;MUELLEBORD;;MUELLE TENSOR MÁQUINA DE BORDAR;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3478;;;;PRISMA AUTO 40X60;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3584;;HCD30053;;ANCLAJE TABLERO PLANO HCD DERECHO HAPPY;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3585;;HCD30033;;ANCLAJE TABLERO PLANO HCD IZQUIERDO HAPPY;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3586;;HCD30043;;ANCLAJE TABLERO PLANO TRASEROS HCD HAPPY;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3587;;HCR81262/HCR81261;;JUMP-SW2 BOARD ASS´Y HCR3 HAPPY;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3588;;;;PLACA ELECTRONICA ON/OFF CABEZAL HCR2 (copia);NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3589;;HCR81080;;PLACA ELECTRONICA ON/OFF CABEZAL HCR2;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3590;;HCR81090;;PLACA INTERRUPTOR HAPPY HCR2;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3591;;;;SINSIM PEC-1202  (copia);NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3592;;;;LTB 1938;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3593;;;;FUNDA PLANCHA;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3594;;;;RACOR UNION 6mm;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3595;;;;garfio dk 888;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3596;;;;ARO GOMA RODETA PARA MAQUINA DE CARGAR;NO;import reciente;0.0;2;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3597;;;;RODETA ABATIBLE;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3598;;;;PLANTILLA SOPORTE PRESILLA TTY;NO;import reciente;0.0;2;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3599;;;;MUELLE PRESILLA TTY;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3600;;;;RIBETEADOR DE 17X4 CON PUENTE TRASERO Y PASE CANUTILLO;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3601;;;;RIBETEADOR 20X6;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3602;;;;134R;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3603;;;;Anticipo;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3604;;;;LTB1866;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3605;;;;DESPLAZAMIENTO A CLIENTE;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3606;;;;0888 22743;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3444;;TRABAJOSAPAR;;TRABAJOS EN APARADO;NO;legacy;;45;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3340;;;;PORTES CTT;NO;legacy;;20;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1301;;0767 150590;;MUELLE FRENO CANILLA DK 888;NO;legacy;;14;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;487;;PREB ROYAL BL;;CAJA DE CANILLAS PREBOBINADAS PREMIUM ROYAL BLANCA 70D/2 L;NO;legacy;;14;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3443;;TRAB/DESP/BORD;;TRABAJOS REPARACIÓN//DESPLAZAMIENTO DE MÁQUINAS BORDAR INDUSTRIALES;NO;legacy;;12;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;2501;;BASE-70WL;;70WL BLANCA ENTRETELA BASE DE ARRANCAR, 70 GRAMOS. (1m X 100m);NO;legacy;;9;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;2500;;BASE-105WL;;ENTRETELA BASE DE ARRANCAR, 105 GRAMOS. (1m X 100m);NO;legacy;;7;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1625;;0688 350110;;CUCHILLA MOVIL DK 888/HIGLEAD/GOLDEN WHEEL;NO;legacy;;6;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3446;;TRABCLIENT;;TRABAJOS EN CLIENTE;NO;legacy;;6;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3111;;LTB1801;;COLOR 1801 (BLANCO);NO;legacy;;6;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1361;;FRA44270;;FLEJE BASTIDOR GORRAS HCR2/HCR3;NO;legacy;;5;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;990;;GBDBXK5-80RG;;AGUJA DBXK5 80RG;NO;legacy;;4;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;2918;;HCD81351;;PLACA CONT-D3 BOARD ASSY HCD3E;NO;legacy;;4;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1965;;FLEXO-DS99K-T;;FLEXO ARTICULADO LED;NO;legacy;;4;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1306;;0245 001660 A;;CANILLA dk MOD. 888/888M;NO;legacy;;4;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1375;;91-011165-04/3.0;;CUCHILLA REFINAR ROMER 3,0 PF-491;NO;legacy;;4;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3107;;LTB1980;;COLOR 1980;NO;legacy;;4;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3171;;HMGU13630;;PRENSATELAS HAPPY HCD2/HCR2/HMF & HMG NOISE REDUCTION;NO;legacy;;4;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1730;;0688 150130;;TAPA COLUMNA DCHA. DK 888;NO;legacy;;4;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3181;;0888 200040;;"PLACA 1 AGUJA ""a"" dk 888/HIGHLEAD/GOLDEN WHEEL";NO;legacy;;4;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1273;;0888 220783;;RODETA GOMA DK 35MM Ø;NO;legacy;;4;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1534;;RACOR AIRE 1/4;;RACOR AIRE 1/4;NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1575;;9203 361842;;Tornillo placa 1 aguja dk/SUNK SCREW;NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3174;;0888 200050;;"PLACA 1 AGUJA ""b"" dk 888";NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3351;;LTB1842;;CONO HILO LTB, GROSOR 40, 5000 mts, Color 1842;NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3179;;0688 350100;;"CUCHILLA FIJA dk888
/HIGHLEAD/GOLDEN WHEEL";NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3109;;LTB1800;;COLOR 1800 (NEGRO);NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1299;;TRAB/DESP/APA;;TRABAJOS/REPARACIÓN/DESPLAZAMIENTO,  DE MAQUINAS DE APARAR/COSER;NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1358;;TRAB/DESP/TOLD;;TRABAJOS/REPARACIÓN/DESPLAZAMIENTOS MAQUINAS DE TOLDOS;NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1731;;0688 150140;;TAPA COLUMNA IZDA. DK 888;NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1352;;ISAMET METAL;;HILO ISAMET 40 5000M METAL ORO 0493;NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1225;;GB134R-80;;AGUJAS 134R-80;NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;2159;;0688 350200;;TORNILLO CUCHILLA MOVIL  DK 888;NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1877;;HCD05140;;CUCHILLA FIJA HAPPY HCU/HCR3/HCD3 (MODERNA);NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3249;;PEC-1202;;SINSIM PEC-1202 ;NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1528;;0888 150754;;GARFIO DK 888;NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3445;;TRABAJOSBORD;;TRABAJOS REALIZADOS EN MÁQUINAS DE BORDAR INDUSTRIALES;NO;legacy;;3;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;2368;;0667 156424;;INTERIOR DK888 22m;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1119;;EPP00522/EPP00524;;FOTO INTERRUPTOR HAPPY;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3596;;;;ARO GOMA RODETA PARA MAQUINA DE CARGAR;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3598;;;;PLANTILLA SOPORTE PRESILLA TTY;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1150;;ESP4G;;ESPUMA4GRIS;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3450;;;;REPARAR POSICIONADOR GORRAS;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3296;;LTB1615;;COLOR 1615;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3347;;LTB1811;;LTB1811;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1228;;GB134R-70;;AGUJAS 134R-70;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1061;;HCD50040;;BOTON PLASTICO PULSADOR START PANEL HAPPY;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;2985;;52/11;;PIEDRA 52/11 LADO IZQUIERDO;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3158;;ST-M1010-HA360;;"MIGHTYHOOP 10 X 10"" ECO";NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;2182;;BOBINAVOL;;BOBINA PUESTO VOLONTE;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3416;;GB134S-65;;AGUJAS 134S-65;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1524;;HCD05033;;CUCHILLA MOVIL HAPPY HCS/HCS2/HCR2/HCH+;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1350;;EPZ01222;;TARJETA DE MEMORIA SD WINDOWS HAPPY HCS2/HCD2/HCR2.;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1141;;HCB08066;;TACO SALTO PUNTADA COMPLETO (RECIPROCADOR) HAPPY HCH/HCS/HCS2;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;488;;PREB ROYAL NE;;CAJA DE CANILLAS PREBOBINADAS PREMIUM ROYAL COLOR NEGRO 70D/2 L;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1406;;9820 110018;;ELECTROIMAN ALZAPATAS DK 888;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3408;;;;NOTA;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3417;;GB134KKSD-70;;AGUJAS 134KKSD-70;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1589;;0992 023577;;TORNILLO DELANTERO DK 888;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1633;;GB134D-120;;AGUJAS 134D-120;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3350;;LTB1967;;LTB1967;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1158;;ESP4BLA;;ESPUMA 4MM BLANCA;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1159;;ESP4NE;;ESPUMA4NEGRA;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;506;;P-BEYAZ;;FISPOLY40, BEYAZ (BLANCO);NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;2701;;HCU2-1401-40;;HCU2-1401-40W                                      ;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;2736;;HCS05020;;CUCHILLA FIJA HAPPY HCS3;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1392;;NYLONBLANCO;;PRO-NYLON PARA EL BORDADO (1,6m) BLANCO;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3367;;GB134LR-60;;AGUJAS 134LR-60;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1398;;TA-FX0227000000;;CUCHILLA MOVIL TAJIMA TMFD;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3110;;LTB1765;;COLOR 1765;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1748;;S080 870167;;CUCHILLA MOVIL ZIG-ZAG dk 52X / GB;NO;legacy;;2;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3428;;9850 001089;;LED DK 52X;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3435;;STAD03004;;TORNILLO PLACA REFUERZO BASTIDOR GORRAS HCS;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3430;;S080 818711;;RESORTE DK ;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;987;;GBDBXK5-65RG;;AGUJA DBXK5 65RG;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3440;;;;RIBETEADOR INCLINADO 22X6;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3448;;ENCHUFERAP;;ENCHUFE RÁPIDO;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3447;;DESPCOS;;DESPLAZAMIENTO EN MÁQUINAS DE COSER;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3449;;6-82-2Y;;EXCÉNTRICO Nº24 MERROW;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3462;;;;GOMA TOPE SOLENOIDE ALZAPATAS;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3465;;;;PLANTILLAS ROSCADAS AJUSTADOR BOQUILLA Y CUCHILLA SAGITTA;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3466;;;;AFILAR CUCHILLA SAGITTA;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3460;;GB134-35D-100;;AGUJAS 134-35D-100;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3470;;;;TRABAJOS EN CAMBIO DE BIELA Y AJUSTE MAQUINA PF 491;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3452;;;;Sincro motor;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3453;;;;TORNILLO SUJECCIÓN PLATO MAQ. AUTÓMATA;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3461;;;;TORNILLO SOPORTE CUCHILLA DK 888;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3463;;;;MANGUERA 5 HILOS;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3464;;;;HACER EJE 16 ROSCADO;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3467;;;;PUENTE RECTIFICADOR VIA VOLONTE;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3468;;;;RIBETEADOR DE 19X5,5 VIVO ITALIANO PLANTA;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3469;;;;AJUSTADOR PALANCA RODILLERA;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3471;;LASER KX1390-F;;LASER KASU CON RECONOCIMIENTO POR CÁMARA;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;3478;;;;PRISMA AUTO 40X60;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;2514;;HR3U37A2;;BASTIDOR GORRAS HAPPY HCR3-;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1357;;GB332R-90;;AGUJAS 332-90R;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;2858;;0667 165220;;MUELLE TENSOR DK;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
LEGACY CON PEDIDOS;NO ARCHIVAR;-;1261;;GBDBXK5SAN1-70RG;;AGUJAS DBXK5 70RG gebedur;NO;legacy;;1;;;;;Catalogo historico con ventas en Odoo;
