Categoria;Accion recomendada;Prioridad;ID Odoo;ID WooCommerce;Referencia interna;SKU WC;Nombre;Enlazado WC;Origen;Stock;Pedidos;Variantes;Tipo producto Odoo;Producto relacionado ID;Producto relacionado nombre;Causa / motivo;Notas
WC ENLAZADO OK;NO TOCAR;-;2548;1191694;P-46870;P-46870;FISPOLY40, P-46870;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;576;1191695;P-46864;P-46864;FISPOLY40, P-46864;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;810;1191696;P-40102;P-40102;FISPOLY40, P-40102;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;577;1191697;P-46882;P-46882;FISPOLY40, P-46882;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;811;1191698;P-40125;P-40125;FISPOLY40, P-40125;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;812;1191699;P-46880;P-46880;FISPOLY40, P-46880;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;579;1191700;P-40118;P-40118;FISPOLY40, P-40118;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;813;1191701;P-30133;P-30133;FISPOLY40, P-30133;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;814;1191702;P-30119;P-30119;FISPOLY40, P-30119;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;815;1191703;P-40149;P-40149;FISPOLY40, P-40149;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;580;1191704;P-30137;P-30137;FISPOLY40, P-30137;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;816;1191705;P-46497;P-46497;FISPOLY40, P-46497;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;581;1191706;P-40126;P-40126;FISPOLY40, P-40126;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;817;1191707;P-30138;P-30138;FISPOLY40, P-30138;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;818;1191708;P-30177;P-30177;FISPOLY40, P-30177;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;819;1191709;P-46873;P-46873;FISPOLY40, P-46873;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;582;1191710;P-30118;P-30118;FISPOLY40, P-30118;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;820;1191711;P-30171;P-30171;FISPOLY40, P-30171;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;583;1191712;P-30174;P-30174;FISPOLY40, P-30174;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;821;1191713;P-30173;P-30173;FISPOLY40, P-30173;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;822;1191714;P-40130;P-40130;FISPOLY40, P-40130;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;585;1191715;P-46872;P-46872;FISPOLY40, P-46872;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;823;1191716;P-10141;P-10141;FISPOLY40, P-10141;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;586;1191717;P-40131;P-40131;FISPOLY40, P-40131;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;824;1191718;P-10118;P-10118;FISPOLY40, P-10118;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;825;1191719;P-40117;P-40117;FISPOLY40, P-40117;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;587;1191720;P-60117;P-60117;FISPOLY40, P-60117;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;826;1191721;P-80117;P-80117;FISPOLY40, P-80117;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;588;1191722;P-60106;P-60106;FISPOLY40, P-60106;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;589;1191723;P-40106;P-40106;FISPOLY40, P-40106;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;827;1191724;P-40133;P-40133;FISPOLY40, P-40133;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;590;1191725;P-46886;P-46886;FISPOLY40, P-46886;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;828;1191726;P-40107;P-40107;FISPOLY40, P-40107;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;829;1191727;P-80114;P-80114;FISPOLY40, P-80114;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;591;1191728;P-80139;P-80139;FISPOLY40, P-80139;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;830;1191729;P-40137;P-40137;FISPOLY40, P-40137;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;592;1191730;P-80105;P-80105;FISPOLY40, P-80105;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;593;1191731;P-80138;P-80138;FISPOLY40, P-80138;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;831;1191732;P-80107;P-80107;FISPOLY40, P-80107;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;832;1191733;P-80136;P-80136;FISPOLY40, P-80136;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;594;1191734;P-40138;P-40138;FISPOLY40, P-40138;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;833;1191735;P-40114;P-40114;FISPOLY40, P-40114;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;596;1191736;P-80106;P-80106;FISPOLY40, P-80106;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;834;1191737;P-80100;P-80100;FISPOLY40, P-80100;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;835;1191738;P-80135;P-80135;FISPOLY40, P-80135;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;836;1191739;P-46883;P-46883;FISPOLY40, P-46883;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;837;1191740;P-40103;P-40103;FISPOLY40, P-40103;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;838;1191741;P-80140;P-80140;FISPOLY40, P-80140;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;839;1191742;P-80111;P-80111;FISPOLY40, P-80111;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;598;1191743;P-80112;P-80112;FISPOLY40, P-80112;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;600;1191744;P-80137;P-80137;FISPOLY40, P-80137;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;505;1191745;P-80115;P-80115;FISPOLY40, P-80115;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;601;1191746;P-50164;P-50164;FISPOLY40, P-50164;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;602;1191747;P-5607;P-5607;FISPOLY40, P-5607;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;841;1191748;P-10107;P-10107;FISPOLY40, P-10107;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;604;1191749;P-56048;P-56048;FISPOLY40, P-56048;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;842;1191750;P-50110;P-50110;FISPOLY40, P-50110;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;607;1191751;P-10119;P-10119;FISPOLY40, P-10119;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;843;1191752;P-50114;P-50114;FISPOLY40, P-50114;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;844;1191753;P-56055;P-56055;FISPOLY40, P-56055;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;845;1191754;P-50140;P-50140;FISPOLY40, P-50140;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;846;1191755;P-50137;P-50137;FISPOLY40, P-50137;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;609;1191756;P-50101;P-50101;FISPOLY40, P-50101;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;610;1191757;P-10138;P-10138;FISPOLY40, P-10138;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;847;1191758;P-56062;P-56062;FISPOLY40, P-56062;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;848;1191759;P-56044;P-56044;FISPOLY40, P-56044;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;612;1191760;P-50102;P-50102;FISPOLY40, P-50102;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;849;1191761;P-5608;P-5608;FISPOLY40, P-5608;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;850;1191762;P-50100;P-50100;FISPOLY40, P-50100;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;614;1191763;P-50112;P-50112;FISPOLY40, P-50112;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;851;1191764;P-50104;P-50104;FISPOLY40, P-50104;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;852;1191765;P-50151;P-50151;FISPOLY40, P-50151;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;615;1191766;P-50144;P-50144;FISPOLY40, P-50144;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;853;1191767;P-50161;P-50161;FISPOLY40, P-50161;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;982;1191768;P-50139;P-50139;FISPOLY40, P-50139;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;854;1191769;P-56063;P-56063;FISPOLY40, P-56063;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;616;1191770;P-50122;P-50122;FISPOLY40, P-50122;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;855;1191771;P-56061;P-56061;FISPOLY40, P-56061;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;617;1191772;P-20129;P-20129;FISPOLY40, P-20129;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;618;1191773;P-50127;P-50127;FISPOLY40, P-50127;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;856;1191774;P-50141;P-50141;FISPOLY40, P-50141;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;857;1191775;P-50138;P-50138;FISPOLY40, P-50138;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;619;1191776;P-50152;P-50152;FISPOLY40, P-50152;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;621;1191777;P-50120;P-50120;FISPOLY40, P-50120;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;623;1191778;P-56064;P-56064;FISPOLY40, P-56064;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;858;1191779;P-50111;P-50111;FISPOLY40, P-50111;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;624;1191780;P-50160;P-50160;FISPOLY40, P-50160;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;859;1191781;P-16933;P-16933;FISPOLY40, P-16933;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;860;1191782;P-50124;P-50124;FISPOLY40, P-50124;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;625;1191783;P-60130;P-60130;FISPOLY40, P-60130;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;861;1191784;P-50126;P-50126;FISPOLY40, P-50126;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;626;1191785;P-50130;P-50130;FISPOLY40, P-50130;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;627;1191786;P-60111;P-60111;FISPOLY40, P-60111;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;862;1191787;P-50162;P-50162;FISPOLY40, P-50162;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;629;1191788;P-50109;P-50109;FISPOLY40, P-50109;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;863;1191789;P-50163;P-50163;FISPOLY40, P-50163;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;864;1191790;P-10110;P-10110;FISPOLY40, P-10110;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;630;1191791;P-50146;P-50146;FISPOLY40, P-50146;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;865;1191792;P-60126;P-60126;FISPOLY40, P-60126;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;632;1191793;P-50113;P-50113;FISPOLY40, P-50113;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;866;1191794;P-60128;P-60128;FISPOLY40, P-60128;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;633;1191795;P-56060;P-56060;FISPOLY40, P-56060;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;867;1191796;P-50148;P-50148;FISPOLY40, P-50148;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;868;1191797;P-50159;P-50159;FISPOLY40, P-50159;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;869;1191798;P-50156;P-50156;FISPOLY40, P-50156;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;634;1191799;P-50143;P-50143;FISPOLY40, P-50143;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;870;1191800;P-50119;P-50119;FISPOLY40, P-50119;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;871;1191801;P-50117;P-50117;FISPOLY40, P-50117;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;872;1191802;P-50150;P-50150;FISPOLY40, P-50150;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;873;1191803;P-50121;P-50121;FISPOLY40, P-50121;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;874;1191804;P-20108;P-20108;FISPOLY40, P-20108;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;638;1191805;P-30135;P-30135;FISPOLY40, P-30135;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;875;1191806;P-50154;P-50154;FISPOLY40, P-50154;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;876;1191807;P-56416;P-56416;FISPOLY40, P-56416;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;877;1191808;P-66002;P-66002;FISPOLY40, P-66002;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;878;1191809;P-50165;P-50165;FISPOLY40, P-50165;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;641;1191810;P-50132;P-50132;FISPOLY40, P-50132;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;879;1191811;P-50133;P-50133;FISPOLY40, P-50133;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;880;1191812;P-50129;P-50129;FISPOLY40, P-50129;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;642;1191813;P-50107;P-50107;FISPOLY40, P-50107;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;881;1191814;P-5609;P-5609;FISPOLY40, P-5609;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;882;1191815;P-50118;P-50118;FISPOLY40, P-50118;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;883;1191816;P-50135;P-50135;FISPOLY40, P-50135;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;884;1191817;P-56039;P-56039;FISPOLY40, P-56039;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;885;1191818;P-50128;P-50128;FISPOLY40, P-50128;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;644;1191819;P-50280;P-50280;FISPOLY40, P-50280;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;645;1191820;P-36638;P-36638;FISPOLY40, P-36638;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;886;1191821;P-70124;P-70124;FISPOLY40, P-70124;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;887;1191822;P-70117;P-70117;FISPOLY40, P-70117;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;646;1191823;P-10155;P-10155;FISPOLY40, P-10155;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;888;1191824;P-70123;P-70123;FISPOLY40, P-70123;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;647;1191825;P-70144;P-70144;FISPOLY40, P-70144;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;648;1191826;P-80127;P-80127;FISPOLY40, P-80127;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;889;1191827;P-70133;P-70133;FISPOLY40, P-70133;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;890;1191828;P-70150;P-70150;FISPOLY40, P-70150;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;649;1191829;P-36633;P-36633;FISPOLY40, P-36633;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;891;1191830;P-36642;P-36642;FISPOLY40, P-36642;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;650;1191831;P-70115;P-70115;FISPOLY40, P-70115;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;892;1191832;P-36637;P-36637;FISPOLY40, P-36637;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;893;1191833;P-36648;P-36648;FISPOLY40, P-36648;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;653;1191834;P-36631;P-36631;FISPOLY40, P-36631;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;894;1191835;P-70143;P-70143;FISPOLY40, P-70143;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;895;1191836;P-70108;P-70108;FISPOLY40, P-70108;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;896;1191837;P-80123;P-80123;FISPOLY40, P-80123;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;897;1191838;P-36635;P-36635;FISPOLY40, P-36635;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;898;1191839;P-70125;P-70125;FISPOLY40, P-70125;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;899;1191840;P-70106;P-70106;FISPOLY40, P-70106;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;656;1191841;P-36649;P-36649;FISPOLY40, P-36649;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;900;1191842;P-46602;P-46602;FISPOLY40, P-46602;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;901;1191843;P-36647;P-36647;FISPOLY40, P-36647;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;659;1191844;P-80126;P-80126;FISPOLY40, P-80126;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;902;1191845;P-70131;P-70131;FISPOLY40, P-70131;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;903;1191846;P-70127;P-70127;FISPOLY40, P-70127;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;904;1191847;P-70111;P-70111;FISPOLY40, P-70111;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;660;1191848;P-70128;P-70128;FISPOLY40, P-70128;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;905;1191849;P-80125;P-80125;FISPOLY40, P-80125;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;906;1191850;P-3666;P-3666;FISPOLY40, P-3666;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;661;1191851;P-70139;P-70139;FISPOLY40, P-70139;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3516;1191852;P-70109;P-70109;FISPOLY40, P-70109;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;908;1191853;P-46601;P-46601;FISPOLY40, P-46601;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;662;1191854;P-70151;P-70151;FISPOLY40, P-70151;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
